item_id,name,material,product_type,mass_kg,bbox_vol,fill,hull_fill,true_vol,faces,mb
B073ZSL7Y1,"Amazon Brand – Rivet Emerly Modern Sectional Sofa, 96""W, Navy","velvet, hardwood frame, metal legs",SOFA,93.44002822,1.8720581913599996,0.3846335933079677,0.7086928401170238,0.7200564690244117,34056,3.864164
B07B4G5R5H,"Amazon Brand – Stone & Beam Canfield Modern Reclining Tufted Arm Chair, 30.3""W, Light Grey",stone,CHAIR,36.98592184980001,0.4997197804294078,0.5092930955848504,0.7316848434532782,0.2545038338998748,23052,2.361276
B07GF5DCJJ,"Marca Amazon - Rivet - Mesa Auxiliar Hexagonal Con Patas Negras Metálicas, Nogal",nogal,TABLE,4.099999996561778,0.09199999971848,0.06163595974544296,0.5855083524930474,0.005670508279228997,4218,5.690892
B07GFDZWMS,"Amazon Brand - Movian Inari 3-door Shoe Cabinet/Cupboard/Organizer, 25 x 75 x 128 cm, Dark Grey",wood,CABINET,26.49999997777735,0.2399999992655999,0.9840243328650343,0.9716669984158411,0.23616583916494066,2562,3.275468
B07B7B94D8,"Amazon Brand – Stone & Beam Bradhurst Rustic Wood Dining Table, 86.6""L, Brown",hardwood,TABLE,40.7008433601,1.6373728862799355,0.18748971336318707,0.8813494996428276,0.3069905731172794,3664,2.949188
B07B7B2429,"Amazon Brand – Stone & Beam Alejandra Casual Farmhouse Wood Dining Room Kitchen Chairs, 39""H, Set of 2, Grey",wood,CHAIR,10.9996149725,0.26215205634,0.13979619663950468,0.6309066781447212,0.03664786041755715,16000,4.038752
B07NYSJH2F,"Ravenna Home Classic Plank-Top End Table, 18""W, White Wood",,TABLE,10.659420695,0.1699010795519999,0.3015999045490538,0.8884353124130878,0.05124214937566436,20658,2.303716
B07C41C1C8,Express Furniture,holz,CABINET,109.99999990775504,1.2959999960342397,0.9981695628131028,0.9981695628131028,1.2936277494472799,1368,0.361236
B0825F3GC7,"Amazon Brand – Rivet Modern Integrated-LED Metal Table Lamp with Adjustable Shade, LED Bulb Included, 22""H, Matte Black",metal,LAMP,1.5966451424,0.03492493015,0.18880976888564813,0.4680439813893397,0.0065941679899689035,19146,1.12476
B073P1J8FV,"Amazon Brand – Stone & Beam Modern Coral Ikat-Inspired Print Wall Art on Canvas, 24"" x 24""",canvas,WALL_ART,0.90718474,0.0141584232959999,0.9994229176653541,0.9994229176653541,0.014150252720029339,916,1.796228
B075X463J2,"Amazon Brand – Stone & Beam Janelle Button Tufted Ottoman, 37""W, Dune",stone,OTTOMAN,12.24699399,0.4262439217039999,0.4840012648122838,0.6422439253896488,0.206302597223284,129104,6.853068
B07DBB1S8N,"Amazon Brand – Ravenna Home Upholstered Entryway Cushioned Storage Bench - 47 1/4-Inch, Espresso",wood,BENCH,24.267191795,0.1944038042238719,0.6589517786549661,0.9476373768208198,0.12810273257061222,13995,2.646952
B075QJDGNN,"Amazon Brand – Stone & Beam Darby Wingback Full / Queen Upholstered Headboard, 66.25""W, Navy Blue",wood frame; polyester fabric,HEADBOARD,28.440241599000004,0.6569497143237499,0.5547768651342457,0.7125295607466182,0.3644605030633683,34256,3.604832
B07B4P1X7M,"Amazon Brand – Stone & Beam Edmunds Traditional Recliner, 30""W, Cream",stone,CHAIR,39.91612856,0.927966660192,0.41601417825320924,0.7090012246631097,0.3860472875861499,22992,3.854956
B07DTF7N9Q,"Amazon Brand – Rivet Mid-Century Modern Metal Starburst 2-Light Wall Sconce Lamp, Bulbs Included, 17.5""H, Antique Gold",metal,LIGHT_FIXTURE,1.7962257852,0.0259175272422612,0.13005709748927483,0.6859571580502201,0.003370758367227701,10184,5.487768
B07B4MTFSC,"Amazon Brand – Stone & Beam Andover Leather Living Room Accent Chair, 38""W, Charcoal",leather,CHAIR,41.73049804,0.8539462921039999,0.6524272887318515,0.8701680743941532,0.5571378640800303,36300,5.64538
B07C8WYFPM,"Amazon Brand – Rivet Glam Soft Faux Fur Throw Pillow - 20 x 20 Inch, Grey",,PILLOW,0.6803885550000001,0.0458837792,0.643936486579736,0.5888971319858349,0.029546239569048373,16320,2.822108
B071J7Q6DW,"Amazon Brand – Rivet Emerly Modern Ottoman, 33""W, Pewter",velvet,OTTOMAN,11.33980925,0.3114853125119999,0.7054298906226232,0.9306614558729661,0.21973104993589368,5366,2.793672
B07DBFC2N9,"Amazon Brand – Ravenna Home Peterson Modern Glass Cabinet Storage TV Media Entertainment Console Stand, 46""W, Dark Espresso",glass,HOME_FURNITURE_AND_DECOR,36.2873896,0.4025318400959999,0.7871761620413292,0.9791259564706536,0.31686346898620327,16008,6.718952
B075X4F5J6,"Amazon Brand – Stone & Beam Marin Studded Sofa, 87""W, Pewter",stone,HOME_FURNITURE_AND_DECOR,61.23496995,2.1627483196559996,0.5738699134935566,0.7346783205002015,1.2411361911093235,33004,4.186416
B07K6M8HKR,"AmazonBasics Heavy Duty Non-Slip Bed Frame with Steel Slats, Easy Assembly - 14""H, Twin",steel,BED_FRAME,12.292353227,0.6710502707999999,0.4672795163877366,0.9800058182876066,0.31356804601128363,13978,1.80222
B07HKF28GD,"Amazon Brand – Rivet Contemporary Standing Floor Lamp with LED Light Bulb, 58.5""H, Satin Gold Finish",linen,LAMP,5.397749203,0.0668633088731147,0.1439216475812224,0.6225834630785795,0.009623077575750835,12636,2.276588
B071ZJ3X28,"Amazon Brand – Rivet Geometric Color Blocking Rug, 5' x 8', Blue",polyester,RUG,15.42214058,0.0613531676159999,0.9949703270502824,0.9949703270502824,0.06104458124846222,2076,2.477104
B0732JF64T,"Rivet Arrow Wool Rug, 8' x 10', Black & Ivory",,HOME_FURNITURE_AND_DECOR,10.88621688,0.0188778977279999,0.993836634386154,0.993836634386154,0.018761546342281443,6080,2.967068
B07B7B4JTW,"Amazon Brand – Stone & Beam Jon Casual Farmhouse Wood Dining Chair, 40""H, Pack of 2, Beige",wood,CHAIR,20.41165665,0.393289536,0.1571449428390905,0.5361550127728895,0.061803461653932426,22956,3.265772
B07H8SSY2P,"Amazon Brand - Movian Kuban Dining Table, Seats 4-6, 180 x 78 x 90cm, Brown Oak-Effect Table Top/Black Legs",metal,TABLE,70.99999994046007,1.2635999961333837,0.12445054221529704,0.9422659365464096,0.15725570466204686,1392,1.135108
B075Z9CWQP,"Amazon Brand – Stone & Beam Herring Medallion Traditional Runner, 3'11"" x 5'11"", Brick Red",stone,RUG,5.8967008100000005,0.027341816284,0.9898186862120515,0.9898186862120515,0.027063440672880155,16344,4.278508
B07121ZVX4,"Amazon Brand – Stone & Beam Contemporary Textured Jute Area Rug, 5 x 7 Foot, Tan",jute,RUG,4.535923700000001,0.04129540128,0.971887764836117,0.971887764836117,0.04013449524802973,2416,3.57714
B07B813LW1,"Amazon Brand – Rivet Mid-Century Modern Industrial Metal Buffet Credenza, 28 Inch Height, Beige, Wood",iron,CABINET,16.964354638,0.283391461086912,0.666048850863898,0.974339116324757,0.18875255700157878,5083,8.492744
B075YQ4778,"Amazon Brand – Rivet Malida Mid-Century Modern Open Back Kitchen Dining Room Accent Chair, 33""H, Felt Grey",textile,CHAIR,10.477983747,0.2736311946719999,0.21820371923739162,0.6415567068241443,0.05970734437680112,16446,2.1759
B07JXDPKGC,"Amazon Brand – Rivet Modern Velvet Lines Throw Pillow - 18 x 18 Inch, Botanical Green",,PILLOW,0.90718474,0.015928226208,0.575342209052192,0.5372215875013461,0.00916418085279374,39996,6.490036
B0753P16BL,"AmazonBasics Outdoor Pyramid Patio Heater, Black",,OUTDOOR_LIVING,29.48350405,0.7828919825999999,0.49063476730209143,0.8100192346622963,0.384114025705624,19854,8.243136
B0825D3547,"Amazon Brand – Rivet Mid-Century Modern Wall Sconce with Novelty Bulb, 5.25""H, Matte Black",metal,LIGHT_FIXTURE,0.3492661249,0.0019410989403749,0.13305685140840245,0.3719596095119852,0.0002582765132784705,17932,9.469544
B07DBDZMX3,"Amazon Brand – Ravenna Home Westly Corner Glass Storage TV Media Entertainment Cabinet Stand, 52""W, Dark Espresso",glass,HOME_FURNITURE_AND_DECOR,35.38020486,0.3151273374859999,0.5806665411995504,0.7542616622325786,0.18298390109541898,29882,2.537168
B073P6HGVH,"Amazon Brand – Stone & Beam Modern Black and White Desert Cactus Photo on Wood, Black Frame, 20"" x 20""",wood,WALL_ART,1.587573295,0.0098322383999999,0.9999872984255277,0.9999872984255277,0.009832113515091633,652,1.113484
B075X33QV4,"Amazon Brand – Stone & Beam Janelle Button Tufted Ottoman, 37""W, Dove",stone,OTTOMAN,12.24699399,0.4262439217039999,0.4837070918201738,0.6422282411136954,0.20617720777346765,39228,3.547444
B0732DWG63,"Amazon Brand – Stone & Beam Contemporary Distressed Vintage Area Rug, 5 x 8 Foot, Blue",stone,RUG,4.7173606480000005,0.0188778977279999,0.9358980815714746,0.9358980815714746,0.017667788267737607,4320,3.111968
B07GNCVKSG,"Pioneer Square BT3503-24-WH Counter Stool, 24"", White",steel,STOOL_SEATING,4.309127515,0.10194458062656,0.07920325871955229,0.7168231352612353,0.00807434299442169,13992,1.006072
B0732GFWJF,"Amazon Brand – Stone & Beam Braided Jute Area Rug, 5 x 8 Foot, Dark Navy",jute,RUG,10.704779932,0.0377557954559999,0.8610397272124456,0.8610397272124456,0.03250923982012305,1868,4.371032
B07DBCMTPB,"Amazon Brand – Ravenna Home Clear Ribbed Glass Cylinder Living Room Floor Lamp with LED Bulb - 64.25 Inches, Brushed Nickel",,LAMP,8.8223715965,0.1122486234926265,0.15733889706063645,0.6256462611764249,0.0176610746169045,18057,3.650952
B07JY4HM7S,Amazon Basics Deep Seat Patio Seat and Back Cushion Set - Blue,spun_polyester,PILLOW,2.4856861876000003,0.051209575,0.3524719017421091,0.5636401355357576,0.018049936287655166,18160,1.922796
B07HSCN9RM,"Rivet Mid-Century Modern Desk 31.5""H, Walnut Stain",,DESK,21.545637575,0.07001832495507,0.22983944776396306,0.9470827293108826,0.016092973141031003,5804,3.603024
B07DB92GZG,"Amazon Brand – Ravenna Home Sloped Nailhead Trim Accent Chair, 30""W, Gray",,CHAIR,20.41165665,0.5671972527,0.5277098245358331,0.7444849603765401,0.2993155626995236,69208,11.4999
B0716WM8TJ,"Amazon Brand – Stone & Beam Modern Dome Ceiling Mount Hanging Pendant Light Fixture With Vintage Bulb - 19.6 Inch Shade, 11.25 - 60 Inch Cord, Oil-Rubbed Bronze",metal,LIGHT_FIXTURE,1.406136347,0.3786794442525,0.06787588107620725,0.3672563165869381,0.02570320092408694,13580,6.062236
B07B8445B5,"Rivet Stevie Mid-Century Modern Bar Stool, 30""H, Pack of 2, Yellow",布料,STOOL_SEATING,7.500346243446211,0.1219504819049999,0.17021649491565138,0.8234060736692069,0.020757983583143652,10300,1.916504
B07B4D499R,"Amazon Brand – Stone & Beam Brandeberry Farmhouse Charles of London Sofa, 82""W, Light Blue",stone,SOFA,9.97903214,2.2534507188959996,0.5587294580411662,0.7087119903134661,1.2590692988912384,41024,3.693776
B07B4YR6KF,"Amazon Brand – Stone & Beam Contemporary Double Ribbed Glass Shade Ceiling Pendant Fixture With Light Bulbs - 36 x 13 x 12.25 Inches, Oil Rubbed Bronze",glass,LIGHT_FIXTURE,4.036972093,0.093947037912,0.06228059270981629,0.4395620006884306,0.005851077204490942,38830,4.319792
B07JY3BQNG,Amazon Basics Tufted Outdoor High Back Patio Chair Cushion- Khaki,spun_polyester,PILLOW,3.0708203449,0.0634507118079999,0.25400789138521235,0.5524837307946457,0.016116981513240848,45938,3.384616
B082DNRS67,"Amazon Brand – Rivet 3-Light Vanity Light with Frosted Glass Shades, 12""H, Matte Brass",brass,LIGHT_FIXTURE,2.72155422,0.0306765838079999,0.2199045859402384,0.6019624324237544,0.00674592146035924,30374,8.48036
B075ZJGDMN,"Amazon Brand – Rivet Old World Vintage Persian Runner Rug, 2' 2"" x 7' 6"", Grey and Pink",polypropylene,RUG,3.17514659,0.01917286488,0.9449390475380598,0.9449390475380598,0.01811718867828312,15104,4.824756
B075QLD8F2,"Amazon Brand – Stone & Beam Darby Wingback King Headboard, 80""W, Mist Blue","hardwood, polyester and metal",HEADBOARD,31.433951241,0.7932977682400001,0.5290690572462536,0.722314311843074,0.41970930235829385,41130,2.62288
B07HYYJKMD,"Amazon Brand – Stone & Beam Clayton Reclining Contemporary Fabric Living-Room Chair, 30""W, Latte",textile,CHAIR,44.45205226,0.8814929466879997,0.348798375870771,0.7635350194539485,0.30746330814631445,35113,4.228424
B07H8V49GP,"Amazon Brand - Movian Desna Nightstand (Set of 2), High Gloss White Colour",,TABLE,31.9999999731651,0.0674449997936182,0.9996293630221612,0.9996293630221612,0.06742000218272436,1316,0.235044
B07BWMSQ38,"Amazon Brand – Stone & Beam Andover Modern Left L-Sectional Sofa, 124""W, Charcoal",stone,SOFA,78.01788764,1.832860334272,0.4091739431970846,0.7016934289402166,0.7499586903036009,18784,4.494416
B07B7DKRW4,"Amazon Brand – Stone & Beam Anne Farmhouse French Wood Desk, 62""W, Blue",wood,DESK,18.1436948,0.495452638125,0.2711332898664699,0.9674993330274302,0.13433370374785283,36650,2.710312
B07DBCFNH9,"Amazon Brand – Ravenna Home Sarah Tufted Wingback Nailhead Trim Loveseat Bench Settee, 32""W, Dark Grey",polyester,SOFA,32.9081264435,1.145259128832,0.3755655443283227,0.7132444810437589,0.4301198681167707,34478,3.940632
B072ZRPFNM,"Amazon Brand – Rivet Hairpin Wood and Metal Tall 29.5"" Console Bar Table, Walnut and Black",metal,TABLE,20.6565965298,0.3582323622435199,0.11458246751360343,0.8578948303785863,0.04104714800908953,2484,0.599976
B084T7LRRQ,"Amazon Brand - Movian Arendsee, Desk Chair, 55 x 48.5 x 93 cm (L x W x H), White",plastic,HOME_FURNITURE_AND_DECOR,6.699999994381444,0.2525879992270807,0.09369250580523825,0.5161628095234265,0.023665602583916773,41582,6.511372
B07H8V7NXN,"Movian Atran 4-Drawer Chest, 220 x 84 x 50cm, High Gloss White Colour",,CABINET,78.99999993375134,0.92399999717256,0.998212263892195,0.998212263892195,0.9223481290140029,1560,11.214476
B0735VB381,"Amazon Brand – Stone & Beam Swirling Paisley Farmhouse Motif Wool Area Rug, 5 x 8 Foot, Multi",stone,RUG,6.35029318,0.0377557954559999,0.9914695089840023,0.9914695089840023,0.037433719982060645,64520,4.64918
B073G8Q637,"Amazon Brand – Rivet Six-Sided Modern Ottoman, 19""W, Coal",,OTTOMAN,5.8967008100000005,0.1005674117679999,0.7894947170376257,0.752357296667555,0.07939744029698347,9552,3.820852
B07H8SKPWP,"Amazon Brand - Movian Lahn 2-Drawer Nightstand (Set of 2), 45 x 36cm, Alpine White Colour",,DRESSER,23.999999979873827,0.0619199998105247,0.9454210045452438,0.9534482887887882,0.05854046842230757,5028,2.491584
B073NZPPC9,"Amazon Brand – Rivet Up Close Black and White Elephant Photo Canvas Print Wall Art Decor, 36"" x 24""",canvas,WALL_ART,1.81436948,0.0212376349439999,0.9997805040240069,0.9997805040240069,0.02123297336859008,776,1.58888
B07B4ZL3T4,"Amazon Brand – Stone & Beam Casual Plaid Flatweave Area Rug, 4' x 6', Light Gray, Beige",stone,RUG,6.80388555,0.0169901079551999,0.8743175210154317,0.8743175210154317,0.01485474906917494,4894,3.22066
