item_id,name,material,product_type,h,w,l,bbox_vol,mass_kg,apparent_density
B00M92P3PY,"Pinzon by Amazon - Lenzuolo con angoli in microfibra, 175 x 190 x 40 cm, colore: salvia",polyester,HOME_BED_AND_BATH,0.050799999948184,0.020799999978783998,0.279399999715012,0.0002952252150966108,0.36999999968972147,1253.2804813729783
B07W34DD5Z,"AmazonBasics Fine Line Washable Markers, 40 Colors",,OFFICE_PRODUCTS,0.009906,0.009906,0.147066,1.4431415395176e-05,0.1995806428,13829.595873646183
B07P96JH6V,Amazon Brand - Solimo Vegetable Cutter (12 pieces),plastic,FOOD_SLICER,0.10999978,0.27499945,0.10999978,0.00332748003503993,0.7669999993568011,230.50476374912253
B075X4QMW7,"Amazon Brand – Rivet Eva Mid-Century Modern Tufted Velvet Down-Filled Sectional Sofa Couch, 87""W, Navy","velvet, hardwood frame, metal legs",SOFA,0.76835,2.2098,0.89535,1.5202146127904999,82.7261764406,54.41743273915001
B075NR8HWJ,Amazon Brand Movian Dofsan Chair 100 x 93 x 86 cm Grey,polyester,CHAIR,0.8599999991227999,0.9299999990514,0.99999999898,0.7997999975526119,31.9999999731651,40.010002589503756
B01MPWYHI6,"AmazonBasics Gaming Headset for Xbox One, PS4",,HEADPHONES,0.21589999999999998,0.07619999999999999,0.15239999999999998,0.002507220791999999,0.23671851809375,94.4147076512239
B073P5QKL4,"Amazon Brand – Rivet Blue and Metallic Gold Geometric Print with Oak Hanger, 18"" x 24""",cotton,WALL_ART,0.6095999999999999,0.0127,0.4572,0.0035396058239999992,0.45359237,128.14770699168116
B08GL2QP27,"Amazon Brand - Solimo 12-inch Wall Clock - Radha- Krishna (Silent Movement, Black Frame)",plastic,HOME_FURNITURE_AND_DECOR,0.04999989999999999,0.30499939,0.30499939,0.004651222092555814,0.849999999287198,182.74766983232337
B0749V8TD8,"AmazonBasics Polyester solid fabric pleating rollo blind with clipping system 80 x 130 cm, Grey",polyester,WINDOW_SHADE,0.024637999999999997,0.024637999999999997,0.8000999999999999,0.0004856855383043999,0.4898797596000001,1008.635672600512
B07B4SCB6T,"Stone & Beam Tisbury Nailhead Trim Queen Bed, 66""W, Spinnsol Cocoa",stone,BED,1.4223999999999999,2.3367999999999998,1.6764,5.5721261460479985,63.95652417,11.477939029675564
B07PMBKJ13,"Amazon Brand - Solimo Room Darkening Blackout Door Curtain, 7 Feet (Grey)",polyresin,HOME_BED_AND_BATH,0.349999999643,0.3299999996634,0.5199999994696,0.060059999816216396,0.6799999994297584,11.322011347162146
B073P5V3BJ,"Amazon Brand – Stone & Beam Boho Blue 3-Tile Wall Art Tryptych II, Beige Frame, 25.5"" x 57.5""",paper,WALL_ART,0.03175,0.6476999999999999,1.4605,0.030034415737499997,8.164662660000001,271.8435654403581
B088HDC5C3,"AmazonBasics Portable Lightweight Vacuum for Car Cleaning, 5500PA, Double Motor, Stainless HEPA",,VACUUM_CLEANER,0.1397,0.1397,0.39497,0.007708270067299999,0.9480080532999999,122.9858379406862
B00M92J72Y,"Pinzon by Amazon - Sábana encimera (microfibra, 180 x 290 x 10 cm), color beige",poliéster,HOME_BED_AND_BATH,0.050799999948184,0.020299999979294,0.279399999715012,0.00028812845511832694,0.3599999996981074,1249.442716618408
B07J282ZNX,Amazonベーシック ランドリーバスケット 洗濯かご 円形 キャスター付き 取り外し可内袋付き ベージュ,,LAUNDRY_HAMPER,0.8128,0.54864,0.54864,0.24465755455488003,4.8307587405,19.744980894985588
B074H5ZK94,"365 Everyday Value, Organic Mozzarella Cheese, Shredded, 16 oz",,GROCERY,0.25781,0.05334,0.17906999999999998,0.0024624963975779994,0.46946810294999997,190.64722426061115
B07RTKSHXN,"AmazonBasics Moving Boxes - Small/Medium/Large Bundle, 30-Pack",cardboard,SHIPPING_BOX,0.6730999999999999,0.2413,0.8255,0.13407690926499996,14.288159655000001,106.5668930864134
B00R45980W,"AmazonBasics 100% Cotton Duvet Set, Bold Checks, 260 x 240 cm & 2 pillowcases of 65 X 65 cm",100% cotton,HOME_BED_AND_BATH,0.355599999637288,0.269199999725416,0.040599999958588,0.003886537300107195,1.0799999990943223,277.88231932433393
B07PVC2PBF,"AmazonBasics Anti-Fatigue Mat Dual-Density Foam 1/2"", 3X5 Black Pebble-Embossed",,JANITORIAL_SUPPLY,0.032257999967096836,0.076199999922276,0.12699999987045998,0.0003121735682447488,5.4431084400000005,17436.160500726703
B07VZWS11S,"Amazon Brand - Happy Belly Cookie, Snickerdoodle, 15 Ounce, 12 Count - Frozen",,GROCERY,0.073152,0.20650200000000002,0.20650200000000002,0.003119426295844608,0.4853438359000001,155.58753112600456
B075DC55KK,"Amazon Elements Prenatal Vitamins, 59% Whole Food Cultured, Vegan, 130 Tablets",,VITAMIN,0.119888,0.0689864,0.0689864,0.0005705617843760845,0.23223929344000002,407.03618749011764
B00SXKUEIC,"Amazon Basics Small Packing Cubes, Black and Gray - 4-Piece Set",,LUGGAGE,0.05588,0.2286,0.30479999999999996,0.0038935664063999994,0.29937096420000003,76.88862419500869
B07WM5RGRQ,"Eono by Amazon - 64 GB USB 3.0 Flash Drive, up to 120 MB/s Read Speed (Black)",,FLASH_MEMORY,0.007480318992370074,0.0031496079967873996,0.022440956977110224,5.287105737291131e-07,0.01984157998336104,37528.245072562044
B073NZGLK3,"Amazon Brand – Rivet Be a Little Wild Black and White Word Wall Art in Black Frame, 17.75"" x 21.75""",canvas,WALL_ART,0.55245,0.038099999999999995,0.45085,0.009489646343249997,1.0931576117000001,115.19476829371678
B0872Q33XV,AmazonBasics 10W Qi Certified Wireless Charging Pad,,CHARGING_ADAPTER,0.007873999999999999,0.10185399999999999,0.10185399999999999,8.168674462618397e-05,0.1133980925,1388.2067772309197
B07S8CJGN5,"AmazonBasics Tabletop Planter, Square - White/Brass (2-Pack)",,PLANTER,0.124968,0.10845799999999998,0.124968,0.0016937886970609915,0.5533826914000001,326.71294380474507
B074H5CN2C,"365 Everyday Value, Organic Classic White Small Batch Bread, 22 oz (Frozen)",,BREAD,0.10794999999999999,0.127,0.2032,0.0027858008799999997,0.6259574706,224.69569705929592
B075X61WKJ,"Amazon Brand – Stone & Beam Norah Leather and Wood Round Ottoman, 39.5"", Saddle Brown",stone,OTTOMAN,0.43815,1.0032999999999999,1.0032999999999999,0.44104656145349985,24.847790028600002,56.33824679805318
B07BL6RDW7,"AmazonBasics 25"" Checked Bag, Purple",others,SUITCASE,0.70358,0.25908,0.4699,0.08565501965736,3.9689332375000004,46.33625972390943
B00VIM9VQ8,"AmazonBasics Laptop ZH1310215R3 -Rollkoffer / Trolley für Notebooks bis 16"",Schwarz",,SUITCASE,0.1905,0.36829999999999996,0.4191,0.029404537964999995,2.2906414685,77.90095090854798
B07M6PHM8C,"Amazon Brand – Ravenna Home Classic Glass Semi-flush Mount Light Pendant, Bulbs Included, 9.75""H, Dark Bronze",glass,LIGHT_FIXTURE,0.314452,0.42545,0.42240199999999994,0.056510461643366795,2.9483504050000002,52.173532462127355
B00BD27ZE8,"Classic Accessories 58902  Terrazzo Water-Resistant 11 Foot Patio Umbrella Cover,Sand,10 in",spun polyester,FURNITURE_COVER,1.905,0.5969,1.905,2.1661650225,0.45359237,0.2093988063183215
B087MDYP24,AmazonBasics 98W Four-Port GaN Wall Charger with 2 USB-C Ports (60W + 18W) and 2 USB-A Ports (10W + 10W) - Black,,CHARGING_ADAPTER,0.08001,0.029463999999999997,0.08051799999999999,0.00018981431198351995,0.25401172720000004,1338.2116687916232
B0898D5K2N,"AmazonBasics - anteojos de tritan, Copas de vino sin tallo, 20 oz, Transparente, 591.47 mililitros, 1",,DRINKING_CUP,0.10794999999999999,0.0936625,0.0936625,0.0009470090686796873,0.09071847400000001,95.7947257321189
B07FFHHG1Q,"Amazon Brand - Solimo Lemonade Drink Mix, 6 packets,3.2 Ounce",,JUICE_AND_JUICE_DRINK,0.1651,0.06045199999999999,0.06045199999999999,0.0006033487545903999,0.09601038499845309,159.12916744749464
B07C5QCLYL,"AmazonBasics 3-Button USB Wired Computer Mouse (Black), 1-Pack (Renewed)",,COMPUTER_INPUT_DEVICE,0.03429,0.06095999999999999,0.10922,0.000228304575648,0.08199999993123558,359.1693232537888
B07DBFT2YG,"Amazon Brand – Ravenna Home Angela Modern Turned Leg Wood Shelf Storage Coffee Table, 44""W, Grey",wood,TABLE,0.508,1.1176,0.5588,0.31725355903999997,20.41165665,64.33862148549281
B07D5NH14Z,"Dr.Doody Toilet Spray, Variety Pack, 1.8 Fluid Ounce, 3 Count",,AREA_DEODORIZER,0.14401799999999998,0.036067999999999996,0.128016,0.0006649715877315838,0.2585476509,388.8100719941781
B07B4YVDLQ,"Amazon Brand – Rivet Modern Geometric Wool Area Rug, 4 x 6 Foot, Blue, Grey, Brown",wool,RUG,0.007873999999999999,1.8288,1.2191999999999998,0.017556444887039994,6.80388555,387.5434687248422
B0773JGMQK,AmazonBasics 60W 6-Port USB Wall Charger - Black (UK version),,CHARGING_ADAPTER,0.02794,0.07010399999999999,0.09906,0.00019402939258559993,0.29483504050000003,1519.5380275693421
B07QCR35JF,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",,COFFEE,0.22225,0.07619999999999999,0.09525,0.0016131016124999998,0.34019427750000003,210.8945120777381
B08GZC6DYW,"AmazonCommercial Carrito de servicio pesado, 19 pulgadas x 37 pulgadas, capacidad de 226 kg (renovado)",,JANITORIAL_SUPPLY,0.884174,0.49657,1.061212,0.4659296739620142,17.445162550200003,37.44162161181057
B07FS8RDT5,"Amazon Essentials Belice Women's Ballet Flat, Nero, 37 EU",,SHOES,0.017779999999999997,0.127,0.127,0.00028677361999999995,0.10205828325,355.88448913118305
B071SKHZX4,"AmazonBasics Dual-Port USB Car Charger Adapter for Apple and Android Devices, 4.8 Amp, 24W, White",,CHARGING_ADAPTER,0.058927999999999994,0.02794,0.02794,4.6001766060799995e-05,0.0498951607,1084.635764506392
B07JNRS5DJ,"AmazonBasics by Disney Frozen Swirl Comforter, Twin",100% polyester,HOME_BED_AND_BATH,0.0254,1.6256,2.1844,0.090194400256,1.6510762268,18.305750934800027
B08774KVG1,"AmazonBasics Casque de protection anti-bruit, avec mousse douce et oreillettes pivotantes, réduction du bruit et protection de l’audition, pour les chantiers ou les salles de tir, Noir et rose",,BISS,0.05299999994594,0.035399999963891995,0.06299999993574,0.00011820059963830614,0.5099999995723188,4314.69891974253
B07G2H3L4L,ROSSINI CANOVA 3 SEATER MAXI,,SOFA,0.9299999990514,2.3299999976234,1.0199999989596,2.2102379932366714,77.49999993500923,35.0640972475178
B07TP4S5VX,"AmazonBasics – Puf Relleno de Espuma viscoelástica con Funda de Microfibra, Azul, Chair-5'",,BEAN_BAG_CHAIR,0.8635999999999999,1.524,1.524,2.0057766336,24.49398798,12.211722666266082
B07WV3YCKF,"AmazonBasics Compostable PLA Cold Cup, 16 oz, Clear, 250-Count",,DRINKING_CUP,0.12191999999999999,0.06299199999999999,0.094996,0.0007295678208614398,0.013335615678,18.278788204027318
B074KL8RW5,"Whole Foods Market, Astragalus, 120 ct",,HERBAL_SUPPLEMENT,0.12065,0.0635,0.12065,0.0009243328287499999,0.45359237,490.72407242465374
B08521CGTL,Movian GW-Adana Shoe Cabinet 3523,wood,HOME_FURNITURE_AND_DECOR,1.199999998776,0.3599999996328,1.3399999986332,0.5788799982286271,64.76899994568532,111.8867470699946
B06XFWTP73,"AmazonBasics Drap plane en microfibre, 280 x 320 + 10 cm - Plum",,HOME_BED_AND_BATH,0.056896,0.228346,0.228346,0.002966665298657536,0.8981128926,302.734822497978
B07PHFVPZR,"AmazonBasics - Set di lenzuola in cotone super morbido, motivo cachemire, colore: Grigio",cotone,FLAT_SHEET,0.08889999999999999,0.34925,0.24764999999999998,0.007689117686249999,2.209357715796,287.3356613785306
B084W81Q2C,"Mama Bear - Disney - 4 pañales ultrasecos, talla 4 (8-14 kg)",,ABIS_DRUGSTORE,0.0399999999592,0.099999999898,0.199999999796,0.0007999999975519999,0.29999999974842284,375.0000008330286
B01N0APDVS,"AmazonFresh Mediterranean Extra Virgin Olive Oil, 68 Fl Oz (2L)",,GROCERY,0.2032,0.058674,0.09220199999999999,0.0010992835820735998,1.91642776325,1743.3424773205522
B081Q7YK3G,"AmazonBasics Folding Stair Climber Shopping Cart Converts into Dolly, 44 inch Handle Height, Black",,HOME,1.1142979999999998,0.41275,0.49529999999999996,0.22780159520234994,3.17514659,13.938210516829805
B07CZ5SP7N,"AmazonBasics Patio Dining Chair Cover (2 Pack), Grey",,FURNITURE_COVER,0.7111999999999999,0.8382,0.6604,0.393682825536,1.869997776101378,4.75001106171033
B089MY3H5F,"AmazonBasics All-Weather Custom Fit Floor Mat for Ford F150 - Rear Seat, Black",,AUTO_ACCESSORY,0.119888,0.8300719999999999,1.050036,0.10449503809698968,2.3586803240000003,22.57217535832402
B07D6BYW4R,"AmazonBasics ABS 3D Printer Filament, 1.75mm, Black, 1 kg Spool",,MECHANICAL_COMPONENTS,0.075946,0.211074,0.233934,0.003750014890019736,0.9979032140000001,266.1064671118541
B074MHK3DK,"365 Everyday Value, Vitamin D3 1000 IU, 100 ct",,GROCERY,0.081915,0.046659799999999994,0.046659799999999994,0.00017834017211571654,0.045359237000000004,254.34110812996485
B074J5R3MY,"365 Everyday Value, Organic Red Lentils, 16 oz",,LEGUME,0.2413,0.14604999999999999,0.0508,0.0017902867419999997,0.45359237,253.3629721757723
B074J7C8K2,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",,GROCERY,0.238506,0.08889999999999999,0.08889999999999999,0.0018849630042599998,1.4378878129000001,762.8201771867067
B07GKVWG9M,"365 EVERYDAY VALUE Organic Cape Cod Trail Mix, 14 OZ",,GROCERY,0.23495,0.08001,0.15113,0.0028409945599349997,0.41050109485,144.4920383301938
B072BPDJVS,"AmazonBasics värmeisolerande mörkläggningsgardin, 2 delar, 168 x 183 cm (BxL), spabelsblå",,HOME_BED_AND_BATH,0.05334,0.24892,0.36829999999999996,0.0048900637682399994,1.905087954,389.5834582716837
B07G4XWVJT,"AmazonBasics – Satijnen hoeslaken, 140 x 190 cm, wit",,FLAT_SHEET,0.039878,0.2286,0.2794,0.0025470413575199996,0.6194433248874078,243.2011255170771
B010RLBZFU,AmazonBasics café carrusel de almacenamiento para K-Cup cápsulas - 32 Pod capacidad,plastic sleeve,STORAGE_RACK,0.340106,0.219964,0.219964,0.016455743561737374,1.7145791586,104.19335669441955
B083H3WMT3,AmazonBasics Classic Faux Leather Extra Padded Recliner Chair - Brown (Renewed),polyurethane,CHAIR,0.98044,0.9499599999999999,0.83058,0.773584589085792,30.617484975,39.57871628645444
B07KYVKB74,"AmazonBasics Premium Microfiber Pillowcases, 2-Pack - 50 x 80 cm, Watercolor Blue Fog",,HOME_BED_AND_BATH,0.024891999999999997,0.150114,0.24002999999999997,0.0008969051442506398,0.272155422,303.43835548784216
B07QHYDDS1,"Amazon Brand – Rivet Brooker Down-Filled Mid-Century Love Seat, 65""W, Quarry",,HOME_FURNITURE_AND_DECOR,0.88011,0.9700259999999999,1.6400779999999997,1.4001831067978627,41.412983381000004,29.57683404401949
B07B4WR39P,"Amazon Brand – Stone & Beam Floral Wool Area Rug, 5 x 8 Foot, Blue",wool,HOME_FURNITURE_AND_DECOR,0.007873999999999999,2.4383999999999997,1.524,0.029260741478399993,9.979032140000001,341.03825247786114
B07F2C8PYK,AmazonBasics 5 Functions Sliding Rail Shower Combo - Polished Chrome,,PLUMBING_FIXTURE,0.599948,0.14986,0.199898,0.017972470818857438,2.8984552443,161.27194048682637
B07RPQHX7S,"Amazon Brand - Happy Belly Toasted Oats Cereal, 12 Ounce",,BREAKFAST_CEREAL,0.28803599999999996,0.197612,0.067564,0.003845700316842048,0.34019427750000003,88.4609432539859
B073P3NK7T,Amazon Brand – Stone & Beam Modern Crystal Glass Rectangle Table Desk Lamp With Bulb And White Shade - 18 x 12 x 12 Inches,metal+crystal+fabric,LAMP,0.4572,0.30479999999999996,0.30479999999999996,0.04247526988799999,5.1709530180000005,121.7403216420971
B07D7NDYW6,"Marchio Amazon - Amfit Nutrition Mix di proteine Whey del siero di latte gusto menta e cioccolato, 32 porzioni, 990 g",,PROTEIN_SUPPLEMENT_POWDER,0.28999941999999995,0.019999959999999997,0.23999952,0.0013919916480167034,0.9919999991681182,712.6479534424725
B0787K2XWZ,AmazonBasics - Set di 4 batterie a bottone al litio CR2032,,BATTERY,0.00254,0.019812,0.019812,9.9698897376e-07,0.0028349523125000002,2843.5142083952915
B085LQYPL8,"AmazonBasics Polyurethane-Coated Work Gloves, Polyester Liner Fibre, Touch Screen, Grey, Size 9, L, 12 Pairs",,BISS,0.0850000000022,0.019812,0.24999999999899997,0.0004210050000092125,0.029037922121254202,68.97286759211599
B082J7BJR9,"Eono 40"" FHD Smart TV with Prime Video",,TELEVISION,0.2082799997875544,0.5537199994352056,0.88899999909322,0.10252730430866645,5.9544549950066505,58.07677315966778
B07P5LMG29,"Amazon Brand – Stone & Beam Leila Leather Ottoman, 34""W, Saddle",,HOME_FURNITURE_AND_DECOR,0.4826,0.8635999999999999,0.5841999999999999,0.24347899691199992,15.875732950000002,65.2037060746473
B07SPG62XZ,"AmazonBasics 3"" Round Ring Binder, Red, View, 12-Pack",,STORAGE_BINDER,0.295402,0.08381999999999999,0.29209999999999997,0.007232569986443999,0.5987419284000001,82.78411816577257
B07FF7BSDL,AmazonBasics - Soporte de leña para interiores y exteriores con accesorios para chimenea,,STORAGE_RACK,0.49529999999999996,0.29972,0.74168,0.11010337205087999,5.488467677,49.84831594861344
B07V486F6R,"AmazonCommercial Heavy Duty Steel Earth Auger Bit 6"" Inch x 30"" Inch for Auger Powerhead",,DRILL_BITS,0.762,0.15239999999999998,0.15239999999999998,0.017698029119999997,4.399845989,248.60655156386142
B07WNQRMHT,Amazon Basics Count-Down MechanicalTimer,,BISS,0.1250000000122,0.0659892,0.0750062,0.0006186998916903851,0.160027388136,258.6510686122477
B07QBQCG1R,"Amazon Brand – Ravenna Home Haraden Modern Scroll-Topped Button-Tufted Queen Headboard, 62""W, Beige",fabric,HEADBOARD,0.08889999999999999,1.1683999999999999,1.5748,0.16357567284799995,11.13988569136828,68.10233757509796
B0776C2D6H,AmazonBasics Hex Key Allen Wrench Set with Ball End - Set of 26,chrome vanadium steel,WRENCH,0.042671999999999995,0.11353799999999999,0.21031199999999997,0.0010189392493432316,0.816466266,801.2904268102955
B07PVC2VVB,"AmazonBasics Anti-Fatigue Mat Marbleized Composite Mat 7/8"" Thick 3x5 Black/White",,JANITORIAL_SUPPLY,0.056451499942419464,0.076199999922276,0.12699999987045998,0.0005463037444283104,10.43262451,19096.747215081625
B08HMGXGH3,Bourge Men's Pearl-5 Grey and Red Running Shoes-12 UK (46 EU) (13 US) (Vega Pearl-5-12),,SHOES,0.11499976999999999,0.17999964,0.31999935999999995,0.006623960256079486,0.3829999996788198,57.820395182368664
B079X6FR7R,"AmazonBasics Professional LED GU10 Spotlight Bulb, 50W Equivalent, Cool White, Dimmable - Pack of 6","glass, synthetic",LIGHT_BULB,0.05399999994492,0.049999999949,0.05399999994492,0.00014579999955385202,0.29999999974842284,2057.6131732950807
B08155RK8V,AmazonCommercial Dissolvable Glass Cleaner Kit with 2 Sprayer Bottles and 12 Refill Pacs,,CLEANING_AGENT,0.29845,0.087376,0.180975,0.004719351529019999,0.317514659,67.27929823569082
B009IBJQ5M,"Pinzon Permaloft Zip-Off Waterproof Mattress Pad, California King",cotton-blend,HOME,0.0127,1.8288,2.1336,0.04955448153599999,3.62873896,73.22726113810351
B00TU82BC8,AmazonBasics Lot de 4 sacs à dos compatibles avec ordinateurs portables 38.1 cm,,BACKPACK,0.791972,0.500888,0.36093400000000003,0.14317864538820105,3.1207155056,21.795956353259154
B07NQMJBBX,AmazonBasics Cut-Pile Polypropylene Commercial Carpet Vinyl-Backed Mat 3x5 Red/Black,rubber,JANITORIAL_SUPPLY,0.009524999999999999,0.9144,1.524,0.013273521839999998,4.535923700000001,341.72721864448306
B07QH7KW7G,"AmazonBasics Performance Range 13-23"" Single Arm Swivel and Tilt TV Wall Mount",,FLAT_SCREEN_DISPLAY_MOUNT,0.1651,0.28905200000000003,0.119888,0.0057213533056576,1.2564508649000001,219.60728481101663
B07WFF9B6W,"AmazonBasics - Set di 45 posate in acciaio inox, superficie opaca satinata, servizio per 8 persone",,HOME,0.038099999999999995,0.169926,0.24002999999999997,0.0015539975694179994,2.009232762152,1292.944597657572
B085LQZS9J,AmazonBasics Gants d’hiver avec revêtement en mousse latex et doublure acrylique Compatibles avec écrans tactiles Taille 8 M 6 paires,,BISS,0.0900000000098,0.038099999999999995,0.24000000000920002,0.000822960000121158,0.08210722810609743,99.7706183702846
B08CHWLNJD,Solefit Men's Black Slippers-8 UK (42 EU) (SLFT-0086),,SHOES,0.039999919999999994,0.09999979999999999,0.29999939999999997,0.0011999928000143995,0.29999999974842284,250.00149979635123
B0898B7FQS,"AmazonBasics 12-Piece Stoneware Dinnerware Set - Service for 4, Blue Rose Garden",,KITCHEN,0.022098,0.2667,0.2667,0.0015718062112199999,2.4992939587,1590.0776704273903
B078JGLJMQ,"Amazon Brand – Stone & Beam Modern Ceramic Triangle Decor Planter Pot, 5 Inch, White and Terra Cotta",,VASE,0.127,0.1397,0.1397,0.0024785434299999997,0.7166759446000001,289.1520624272459
B07B4WKMB1,"Amazon Brand – Rivet Contemporary Striated Jute Area Rug, 5' 9"" x 3' 9"", Oatmeal",jute,RUG,0.00635,1.143,1.7526,0.012720458429999998,7.71107029,606.194370464996
B07B3XXD3P,"Vida Designs Corona Wardrobe, 3 Door, Solid Pine Wood, Solid Pine Wood, Distressed Waxed Pine Bedroom Wooden Storage Mexican Furniture",wood,CABINET,1.7799999981844,1.4999999984699999,0.49999999949,1.3349999959149,55.99999995303893,41.947565636253884
B07QMQMQQ8,"AmazonBasics Sacoche professionnelle pour ordinateur portable - 43 cm, Noir",néoprène,PORTABLE_ELECTRONIC_DEVICE_COVER,0.08128,0.36576,0.46227999999999997,0.013743109545984,0.771107029,56.10862857637137
B07JLZC571,"Amazon Brand – Stone & Beam Rustic Stripe Throw Pillow - 17 x 17 Inch, Sunshine",,PILLOW,0.1397,0.43179999999999996,0.43179999999999996,0.02604723822799999,0.635029318,24.379909779354755
B07KZ7VNZX,"AmazonBasics yüksek kaliteli mikrofiber yatak örtüsü, Grey Cabana Stripe, 275 x 275 cm",,FLAT_SHEET,0.03505199999999999,0.24002999999999997,0.290068,0.0024404962725460794,0.9888313666000002,405.1763478287918
B071L7V8YH,AmazonBasics – rull-resetrolley,,SUITCASE,0.785114,0.329946,0.44500799999999996,0.11527719697237075,3.5470923334,30.770112620366326
