uuid,franka_rate,franka_n,category,scale,robotiq_rate,robotiq_n,gap,best,oracle_rate
abbf1556a020443c85fa5c492508b78d,0.652,2000,stereo_(sound_system),0.004972551344983468,0.381,2000,0.271,franka,0.652
629e5dada20a4bacbb5ada4b5fe17e08,0.8255,2000,cake,0.0006976316422978666,0.5535,2000,0.272,franka,0.8255
3c5b555331c0455895a6bac989370b42,0.5465,2000,penguin,0.1742490323262534,0.3615,2000,0.185,franka,0.5465
2de0b46b8fb449e4adaa6ee0ca00b5d6,0.468,2000,doughnut,0.5391882491825649,0.3295,2000,0.1385,franka,0.468
fc0de03866ae4bce9e213087295626d0,0.559,2000,frog,0.0025505112604067575,0.3865,2000,0.17250000000000004,franka,0.559
ae62f92b5d2c4508aad184504cbd9a57,0.5985,2000,fedora,0.13428668840537974,0.365,2000,0.23350000000000004,franka,0.5985
4911919955ff4f788b60950e64c0a61f,0.0,647,jar,0.12303314810864939,0.0205,2000,-0.0205,robotiq,0.0205
c6296e731e3f41ce9b014b64ffbf9d10,0.8575,2000,router_(computer_equipment),0.0899252750283628,0.374,2000,0.48350000000000004,franka,0.8575
39076c677c0c49c399149016e390eea1,0.6095,2000,television_set,0.15203393427953793,0.64,2000,-0.03049999999999997,robotiq,0.64
ee806705a85f49458816effe5a65a4cb,0.0,1224,duckling,0.08249296269126608,0.797,2000,-0.797,robotiq,0.797
62a5b3964e5d43cab322b54fc5436c0a,0.8665,2000,glass_(drink_container),0.00903511641076524,0.655,2000,0.21150000000000002,franka,0.8665
ec10e65f0cf14576a90a634aa864ea82,0.95,2000,dollar,0.01614816540509615,0.4145,2000,0.5355,franka,0.95
d68a8983d9b542e080c3a9483d3746c7,0.6965,2000,mallard,0.0005063047855653583,0.83,2000,-0.13349999999999995,robotiq,0.83
620052dd9fa9454f9a54d55f7c3023c1,0.5425,2000,lion,0.07803146531031173,0.6095,2000,-0.06700000000000006,robotiq,0.6095
20467a9af8b5415089c1b359d4253dab,0.927,2000,pliers,0.003494087533208475,0.3955,2000,0.5315000000000001,franka,0.927
b1f70147994249f7bec09c836deb28a4,0.0585,2000,trailer_truck,0.0399520635236236,0.406,2000,-0.34750000000000003,robotiq,0.406
46a294a3d35146f79b0fa1a1761a7d2e,0.6635,2000,lantern,0.00043809872032822273,0.605,2000,0.058499999999999996,franka,0.6635
7e8485a272784e6cb3b5bda68ff319fa,0.16,2000,armor,0.0014432631335035448,0.31,2000,-0.15,robotiq,0.31
fb8932eb2a73433e8507770bcf919c55,0.9625,2000,paperweight,0.0037044635810713775,0.202,2000,0.7605,franka,0.9625
1bf20d2de7f749d889d69c42207ca669,0.2845,2000,kitchen_sink,0.02831686996358048,0.1595,2000,0.12499999999999997,franka,0.2845
20b990d003534ed08055d7b34493b2e3,0.5645,2000,jersey,0.0016064111362038918,0.5505,2000,0.014000000000000012,franka,0.5645
d52544963a1a4731911d6916c5c734aa,0.84,2000,mail_slot,0.2536667689141559,0.2945,2000,0.5455,franka,0.84
1b2a17ac46a649eaa72d624747c8fd97,0.759,2000,tote_bag,0.000542242520005214,0.297,2000,0.462,franka,0.759
156f342bc2fb43988954a35b932f01bc,0.985,2000,coin,0.15030435774568957,0.0075,2000,0.9775,franka,0.985
c3b02c96515d4e259b467a3453950e83,0.636,2000,pitcher_(vessel_for_liquid),0.059920571488537425,0.1905,2000,0.4455,franka,0.636
c7c297cf6e334cd291f9f562f3aac35e,0.757,2000,monitor_(computer_equipment) computer_monitor,0.43462664658117345,0.0935,2000,0.6635,franka,0.757
69ad00f6688749de9934481f3e7ea669,0.4355,2000,motor_scooter,0.000275499633419296,0.435,2000,0.0005000000000000004,franka,0.4355
b5702c673173484c99dd29816ac17ed9,0.9585,2000,postbox_(public),0.0584989506269719,0.923,2000,0.035499999999999976,franka,0.9585
a4369ec6aa814f25954b0f01b04e888d,0.7645,2000,goose,0.0005931159051220479,0.6755,2000,0.08899999999999997,franka,0.7645
6d34d82e368e4850b8117bf512607a18,0.6925,2000,wagon,0.00457627038703171,0.4975,2000,0.195,franka,0.6925
e37fd979827a407a8e9b25c10e17991a,0.7415,2000,dirt_bike,0.45123199022752014,0.616,2000,0.12550000000000006,franka,0.7415
fd4cf2c471834295bc1430cfd6e429b6,0.897,2000,blackboard,0.04850304137438319,0.601,2000,0.29600000000000004,franka,0.897
0961a471f2ed426c9cf32493b426cc56,0.3715,2000,rat,0.004657863478682643,0.377,2000,-0.005500000000000005,robotiq,0.377
0732e0dfee7747e49cef95f3d179d880,0.2965,2000,shoulder_bag,0.027520890504620196,0.4475,2000,-0.15100000000000002,robotiq,0.4475
2826823d900347bd97b17708ee04c3ff,0.653,2000,Christmas_tree,0.06362176743664281,0.8605,2000,-0.20750000000000002,robotiq,0.8605
d28690af06624a80b24bcf818666ab1d,0.0,2000,puffer_(fish),0.0008178950198682886,0.3195,2000,-0.3195,robotiq,0.3195
dc8185e4e21747fb8b394e40d3ec125a,0.8085,2000,ram_(animal),0.32388515217929925,0.5865,2000,0.22199999999999998,franka,0.8085
29b211c7b1574fd7863e669cf5db6832,0.9265,2000,shopping_bag,0.004232280024918215,0.1745,2000,0.752,franka,0.9265
9234d8196b73434684bcbb8092cc9e2a,0.858,2000,chair,0.12790981026570966,0.5035,2000,0.35450000000000004,franka,0.858
d6757e4317b541ad81bc7a23a48a27f1,0.8765,2000,fighter_jet,0.3625482014728879,0.437,2000,0.43949999999999995,franka,0.8765
f7e5a12a2f22432c8f39eab29880e7ed,0.2915,2000,bird,0.388984580957289,0.56,2000,-0.26850000000000007,robotiq,0.56
ef7e562a80f24d698a337db0aac4f042,0.894,2000,dress_hat,0.03974624479522779,0.6385,2000,0.25550000000000006,franka,0.894
7b3bfdab414148a08cbf46fc105e280a,0.5595,2000,bowl,0.021303757216409303,0.0315,2000,0.528,franka,0.5595
1f89293550d0414480b8e0033e19aed0,0.706,2000,puncher,0.0007075984765880835,0.2685,2000,0.43749999999999994,franka,0.706
ade09852fa834238b68f77a223946c16,0.4985,2000,gun,7.375370088636114e-05,0.336,2000,0.16249999999999998,franka,0.4985
49fb5b927e35410db13acd490caf7649,0.6955,2000,dress,0.003094194094040069,0.5145,2000,0.18100000000000005,franka,0.6955
e1f3a66552364b94af673fc9b88aec63,0.4685,2000,trophy_cup,0.31661897705353953,0.3715,2000,0.09700000000000003,franka,0.4685
d6e2017f3bd94c629c06167649910234,0.7895,2000,police_cruiser,0.003656160175918386,0.9355,2000,-0.14600000000000002,robotiq,0.9355
af51c3fdfb0a403d988d0780ba7a6e30,0.897,2000,mallet,0.23539238567636409,0.714,2000,0.18300000000000005,franka,0.897
8d02d9cb0e0441ab96d799c8ca7eff50,0.551,2000,drum_(musical_instrument),0.12628047904181586,0.529,2000,0.02200000000000002,franka,0.551
048a7e91bec24ed182671874b7cb6a47,0.594,2000,sofa_bed,9.575216454351733e-05,0.327,2000,0.26699999999999996,franka,0.594
f5510c91f0ec4df5b2e5ac1a0422c68f,0.9265,2000,knife,0.0014816478849195317,0.243,2000,0.6835,franka,0.9265
a5c178713aae4cb6b19a3653a31b9fbb,0.429,2000,jersey,0.07819469681230654,0.22,2000,0.209,franka,0.429
fd02124a5cfe46f3801f9a3e205fe686,0.9,2000,guitar,0.010234687128604028,0.514,2000,0.386,franka,0.9
3b5adc5be8c4436eb913063c7e3f5c67,0.3515,2000,stereo_(sound_system),1.9832496230433947,0.556,2000,-0.20450000000000007,robotiq,0.556
42563f454a784d2c9bf6c473e452e088,0.6595,2000,patty_(food),0.22481342325827158,0.6625,2000,-0.0030000000000000027,robotiq,0.6625
7e47040f75b544a2897770d5812a921c,0.927,2000,monitor_(computer_equipment) computer_monitor,0.016507634165340068,0.2135,2000,0.7135,franka,0.927
500b55ef102e453ebd4fddb2f3c8b3da,0.2915,2000,seashell,0.10357800835427795,0.342,2000,-0.050500000000000045,robotiq,0.342
1e9f54cc9f7d42a697c3caf0db04c27f,0.9125,2000,doorknob,0.00011639329512268865,0.2,2000,0.7124999999999999,franka,0.9125
d5ba5090dd034ac7b3dd5fc9847c7656,0.547,2000,barge,0.002319817777525672,0.498,2000,0.049000000000000044,franka,0.547
c041c4bfae76413485e5b221872372f5,0.0,2000,bookcase,0.0008249537594194154,0.047,2000,-0.047,robotiq,0.047
b4065dd5ce9d46be90db3e1f3e4b9cc1,0.6945,2000,banana,0.1473540403746305,0.2705,2000,0.424,franka,0.6945
a28333b1d3774af99a6c8e4c2854b171,0.9395,2000,crisp_(potato_chip),0.05797314366949631,0.4435,2000,0.496,franka,0.9395
b302d2bbcc3d46ba80f6ab808fe95b5a,0.805,2000,pumpkin,0.8501292114639977,0.991,2000,-0.18599999999999994,robotiq,0.991
950ce6642cc64475a0a3c1df3a5fb13c,0.8455,2000,canoe,0.03846860051041883,0.256,2000,0.5895,franka,0.8455
3d10d36fcf8d4baaa30d00be23106115,0.0,68,strawberry,0.003709575231361746,0.047337278106508875,338,-0.047337278106508875,robotiq,0.047337278106508875
fc87b71b4385435dbb7c9056ee97e614,0.919,2000,key,0.0015909547943208102,0.4565,2000,0.4625,franka,0.919
63e8fd7feb23426fb396a5e3f3551f6c,0.965,2000,measuring_stick,0.019643989253108656,0.3295,2000,0.6355,franka,0.965
45f941c495824cb583712dda57f58707,0.8915,2000,slide,3.3748015804947794e-05,0.2925,2000,0.599,franka,0.8915
966e1567b1e4421e8de70616cba6420f,0.2755,2000,goat,0.010061279919050037,0.3505,2000,-0.07499999999999996,robotiq,0.3505
7984152aaed34505b62111c881291b05,0.8395,2000,airplane,0.009525821199140746,0.5165,2000,0.32300000000000006,franka,0.8395
41de702c637a4c9886ba8d31c5e492c1,0.788,2000,lamp,0.12246547269445557,0.3795,2000,0.40850000000000003,franka,0.788
6f89055647a843e89143e52c5560a482,0.5545,2000,fan,0.09060317825070527,0.368,2000,0.1865,franka,0.5545
72e737a82cc24b78b66b89b09abdb2ca,0.0,2000,squirrel,0.04193200874326422,0.4565,2000,-0.4565,robotiq,0.4565
73674a276a7e4cfd82d2b47f7d24cd2d,0.74,2000,trophy_cup,0.03264985976202496,0.594,2000,0.14600000000000002,franka,0.74
f846fda2f5bc48059e036b2e3d4e5ee2,0.0,670,pot,0.02870997345841946,0.0,1483,0.0,robotiq,0.0
c475f9167f5d4c21a46fe19d76f6d24c,0.9115,2000,tapestry,0.09989505669442089,0.06,2000,0.8514999999999999,franka,0.9115
fa059adf40334e23beef2f49d05cd46f,0.442,2000,pistol,0.039223362259998666,0.241,2000,0.201,franka,0.442
716d06b81398435ea8e087137d5cf1ba,0.9405,2000,pliers,0.0023803547684444395,0.4315,2000,0.509,franka,0.9405
ea526c2ccd044c38b3a0e4ccba393e1b,0.695,2000,banjo,0.027109900275716827,0.539,2000,0.15599999999999992,franka,0.695
5b9c84a7fcae4406b9b4ec29bd6c4a45,0.665,2000,kite,0.018754552912993435,0.246,2000,0.41900000000000004,franka,0.665
cfe4fe307d0d4909b69ae838d6d184d1,0.4735,2000,backpack,0.1106243263694847,0.421,2000,0.05249999999999999,franka,0.4735
9fa0e267fb3546388eae1f6b36df2f48,0.0775,2000,pot,0.0050597063020357295,0.0195,2000,0.057999999999999996,franka,0.0775
1641a9561ae24f49ab8524a7da9ff5b7,0.0195,2000,mask,0.016130769739541882,0.143,2000,-0.12349999999999998,robotiq,0.143
fc9cbf532b6045969b9f7eeac339afd2,0.1575,2000,bed,0.028478263209031185,0.1325,2000,0.024999999999999994,franka,0.1575
fe95600a9c3b4a4eb40b62ac38e15c0b,0.8015,2000,shepherd_dog,0.002812897629315027,0.66,2000,0.14149999999999996,franka,0.8015
10c396b115a246428cd640155f9be7ab,0.8055,2000,tag,0.001317970677220689,0.532,2000,0.27349999999999997,franka,0.8055
72e4fe1b943e46a782ac7e1790630589,0.7285,2000,Lego,0.008353846395940535,0.633,2000,0.09550000000000003,franka,0.7285
f886b88744f94713b384b95e29f063f2,0.522,2000,newsstand,0.03522297968731433,0.6705,2000,-0.14849999999999997,robotiq,0.6705
b4bbc7a6fd0047519211b964b69c7384,0.4395,2000,hummingbird,0.005689246666027984,0.6,2000,-0.16049999999999998,robotiq,0.6
5b889e682437418a85e9237dc6d66d82,0.9765,2000,pizza,0.49646374211605,0.39,2000,0.5865,franka,0.9765
b4bd7877b383494197e04edbe969c311,0.9,2000,hourglass,0.013722617352182097,0.647,2000,0.253,franka,0.9
37cf532aae4446c4b57f82d0031bb070,0.3455,2000,shoe,0.012608860377095105,0.4795,2000,-0.134,robotiq,0.4795
94dc57e2257244c48f801037e0b51b79,0.7065,2000,Ferris_wheel,0.16157505691443072,0.497,2000,0.20950000000000002,franka,0.7065
73ca4d739ac74b558d837e13d2fe7410,0.5385,2000,cornice,0.0007463849068069303,0.207,2000,0.3315,franka,0.5385
3690f5c5b27748a5a43fa7085e6a6320,0.945,2000,gargle,0.0004162887418736395,0.9255,2000,0.019499999999999962,franka,0.945
6778c6f7e4794ecdad847a38ce13f5f1,0.9315,2000,stepladder,0.17876547658001382,0.657,2000,0.27449999999999997,franka,0.9315
10ff59eb67a84619ab019d98e24198a4,0.9425,2000,sunhat,0.00027453430297527394,0.4425,2000,0.5,franka,0.9425
b19b27b5bf0d498289c662177b465350,0.9135,2000,clipboard,0.008664787990806702,0.549,2000,0.36449999999999994,franka,0.9135
be12aacca67e492d8f1f56aa45b15666,0.9335,2000,icecream,0.02020272494507079,0.7805,2000,0.15300000000000002,franka,0.9335
42467088d63744fcbc917d9f9518077f,0.72,2000,popsicle,0.04417887621045186,0.213,2000,0.507,franka,0.72
531bbea7768e4dafb33b6ba754ba01e8,0.8165,2000,puffin,0.00023865780480418247,0.829,2000,-0.012499999999999956,robotiq,0.829
e41ce871202547039f5a7a13f7b0d6c7,0.769,2000,hand_glass,0.01981676334193724,0.3995,2000,0.3695,franka,0.769
2b3717f437ab4bb89796d6fdd44db9ea,0.893,2000,thermos_bottle,0.013464779000177765,0.989,2000,-0.09599999999999997,robotiq,0.989
b347e808f561465dab568fa61734e262,0.7565,2000,blimp,0.01976963183548116,0.2955,2000,0.46099999999999997,franka,0.7565
c5921c1bca164f609b46ca14b032b2cd,0.806,2000,fireplace,0.0006972380221674763,0.074,2000,0.7320000000000001,franka,0.806
2f3d0b1bb4d8434483570201d5c67cae,0.622,2000,race_car,0.0005380283714601445,0.4875,2000,0.1345,franka,0.622
ccad57a6f40640248a023dcee3d5cf3a,0.758,2000,pizza,1.0988962602409842,0.305,2000,0.453,franka,0.758
b65f31df07a74e41b6ad969623c09d21,0.466,2000,penguin,0.02461033681282592,0.3175,2000,0.14850000000000002,franka,0.466
bfca5997cb164b09a6fe04b331dea5c2,0.9825,2000,nailfile,0.011553065558597779,0.2945,2000,0.6880000000000001,franka,0.9825
f830aa10c0274c3994f47ca0ed990681,0.892,2000,banana,0.09996247169728231,0.629,2000,0.263,franka,0.892
dbb854e7c6b840d78ac4b2db81937789,0.916,2000,sausage,0.862272571762349,0.9745,2000,-0.058499999999999996,robotiq,0.9745
22ba30cf34674ff4b9b48f0ed2c3358a,0.9485,2000,wagon_wheel,0.03883878175305917,0.2715,2000,0.677,franka,0.9485
32c47e171fc54617aef4c5696f27a7a5,0.0,1259,can,0.10142195942601263,0.018,2000,-0.018,robotiq,0.018
b14de644bde5452dbc73e0d82995495a,0.5705,2000,chaise_longue,0.06119621326715162,0.2015,2000,0.369,franka,0.5705
4c7848d660cf49d69322f63636a71883,0.9225,2000,easel,0.02328108822677703,0.451,2000,0.4715,franka,0.9225
c157935029774ccfb5a58f634cc58793,0.842,2000,stool,0.043514832619546855,0.2345,2000,0.6074999999999999,franka,0.842
7f45d17c14714474803446e017965d33,0.8715,2000,drone,0.3235057570445797,0.5875,2000,0.28400000000000003,franka,0.8715
3c10ff21c9b84ea8a067cf8b72ba3f2a,0.8255,2000,blimp,0.005327352564472803,0.8625,2000,-0.03700000000000003,robotiq,0.8625
b308d8dcc03d428dab297ad6690d9abd,0.779,2000,radar,0.04542361996612633,0.7235,2000,0.055499999999999994,franka,0.779
c38293926711435d868dde2c389e748b,0.884,2000,ambulance,0.004705841656496273,0.813,2000,0.07100000000000006,franka,0.884
2fa777c32afe4e048ef4067635790c24,0.592,2000,dollhouse,0.0769133852244273,0.631,2000,-0.039000000000000035,robotiq,0.631
9fcfb4575a0346268cf2f567d5b06a56,0.875,2000,step_stool,0.16031679277747915,0.717,2000,0.15800000000000003,franka,0.875
607d8d582d3545a5a11f1209863e25e2,0.92,2000,guitar,0.050529160974188504,0.305,2000,0.615,franka,0.92
69e263dd52e7424eae9da46489756547,0.9335,2000,computer_keyboard,0.00031491461395913057,0.353,2000,0.5805,franka,0.9335
b069fbeb341741779f5fad1abf56e322,0.711,2000,lightbulb,0.010118923207984873,0.94,2000,-0.22899999999999998,robotiq,0.94
4623d3de0732435dba83a4f962a87f04,0.0025,2000,beanbag,0.3821424823115242,0.4475,2000,-0.445,robotiq,0.4475
cbb82162cd4d46818e7815d547d73edf,0.748,2000,dirt_bike,7.620651611765078e-05,0.63,2000,0.118,franka,0.748
168308f3ac924ca3a7aa5b6ebfbf98e4,0.881,2000,prawn,0.02545015170197519,0.5605,2000,0.3205,franka,0.881
9279045ec7044e1889f17b02fbb013a5,0.349,2000,tripod,0.0012603982210550155,0.3875,2000,-0.038500000000000034,robotiq,0.3875
ef845cb048e4499ab2f2845d20cb10d0,0.7035,2000,cock,1.7218038141265316e-05,0.3935,2000,0.31,franka,0.7035
9e17a9fb77ec4bb483f68f492c92a2db,0.5645,2000,canoe,0.009834537577331891,0.298,2000,0.2665,franka,0.5645
a52703fe238f47d88e87daaa3183b0ae,0.593,2000,polo_shirt,0.0006994573885752634,0.499,2000,0.09399999999999997,franka,0.593
c1e33f6ea24543fd8970925b105f4685,0.86,2000,cone,0.09586760771250871,0.1175,2000,0.7424999999999999,franka,0.86
1c07b3ee4d69451faaa57cc49a64aed8,0.0,729,cider,0.6036290025360754,0.0,2000,0.0,robotiq,0.0
14d61457a9344bf8b4397cade98b926a,0.0,1242,keg,0.0009525749939614705,0.0,2000,0.0,robotiq,0.0
6547ecc4f59c469791133d9ab06f67c7,0.805,2000,watch,0.4918148441740556,0.6305,2000,0.1745000000000001,franka,0.805
fe71ccb79a0f46909a259d01e8847fce,0.907,2000,water_heater,0.0017468325405246366,0.346,2000,0.561,franka,0.907
18f3e9d66b2047b59af80d9ee90fd036,0.598,2000,gazelle,0.12555895754503,0.4535,2000,0.14449999999999996,franka,0.598
5241b863cbad4d2d8d6780fc9af0246d,0.0435,2000,icecream,0.11436329628131095,0.2735,2000,-0.23000000000000004,robotiq,0.2735
8360fc332ed14cb7b87fc06d442a159a,0.0575,2000,helmet,0.05585197965144685,0.7355,2000,-0.678,robotiq,0.7355
16d913f9f7164119bb0da629d6e9cbd3,0.0,292,kiwi_fruit,0.2070135185134293,0.0,1708,0.0,robotiq,0.0
08b9da1590794b77b5f16baed36edea9,0.6251896813353566,1318,subwoofer,0.0006312814039972792,0.129,2000,0.49618968133535657,franka,0.6251896813353566
f347d0126d2240ecb2a3eafa4f96c160,0.7785,2000,pipe,0.1311085188202227,0.4435,2000,0.33499999999999996,franka,0.7785
479c09fc6d434937bc293073cf316675,0.027,2000,spatula,0.0005023828443858731,0.0,2000,0.027,franka,0.027
6e0437e6a8b94a8bb5e6e2b59e248c36,0.7115,2000,bridal_gown,0.16731959108251496,0.5725,2000,0.139,franka,0.7115
0bc048539ba24a6a9a6b847e40e77f45,0.746,2000,owl,0.7048156336508836,0.279,2000,0.46699999999999997,franka,0.746
286cf5c53b5c49d78102d18e11f13292,0.63,2000,atomizer,0.07155996105144874,0.545,2000,0.08499999999999996,franka,0.63
1d14570a943e46aa9da2ccfbb26d2baa,0.8015,2000,parasol,0.27599211274760216,0.413,2000,0.3885,franka,0.8015
6afff5c83f1f4f989b53573c26072828,0.8775,2000,table-tennis_table,8.153025426248875e-05,0.2845,2000,0.593,franka,0.8775
5477e8a504374a77b001b943e9b7b4fd,0.8725,2000,coatrack,0.00013625783668739534,0.6745,2000,0.19800000000000006,franka,0.8725
9deae426da2440668c1ee3f725434eca,0.0935,2000,corset,10.640426204635178,0.1905,2000,-0.097,robotiq,0.1905
67010fac463641f7904c97a78629d697,0.9925,2000,rubber_band,0.03415569140145158,0.366,2000,0.6265000000000001,franka,0.9925
6b80d946a3024479aaeb6d0e41e534b4,0.0,2000,canister,0.09379407807258962,0.2755,2000,-0.2755,robotiq,0.2755
943945c69c6e4ef1bf2b66c6fae63763,0.873,2000,camel,0.001117896015145597,0.6955,2000,0.1775,franka,0.873
9c30e12f40ba4866bd2569af38095b50,0.9065,2000,boom_microphone,0.06190727290229188,0.505,2000,0.40149999999999997,franka,0.9065
640d6af289154623b63e4b01ffce8573,0.7815,2000,coat_hanger,0.024294622782828193,0.458,2000,0.32349999999999995,franka,0.7815
238930a5e57e49109dbb3350c316db62,0.9345,2000,watch,0.023536534510902415,0.295,2000,0.6395,franka,0.9345
f7e30214d97143d1933fcc699fd6d1a7,0.9105,2000,pistol,0.06375074731818554,0.397,2000,0.5135,franka,0.9105
